7.239124768013194267e-02,1.624887899527516222e-02,2.419738153945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,7.364643122286840260e-02,3.278961038232586223e-02,5.415455376997525549e-01,2.991676979922468504e-01,4.224403791683684073e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.738841699498201887e-02,6.041602147516234034e-01,1.000000000000000000e+00,7.616996926139046886e-01,2.075195312500000000e-03,1.023287517346153086e-01,1.081659047127454532e-01,4.112524321957204965e-01,7.044319527607164622e-01,5.141274967956924735e-01,9.536743164062500000e-07,9.715883934921221154e-02,2.880353366660193259e-02,7.311349321566116277e-01,4.315582628757009820e-01,3.695782298992252857e-01,4.768371582031250000e-07,2.481717037036196283e-01,4.246555925360318007e-02,4.798350465039721291e-01,7.277596252493061524e-01,3.614481406609655334e-01,9.155273437500000000e-04
7.239077084297373954e-02,1.038950399527516222e-02,2.429503778945262260e-01,2.072347192123908943e-01,6.961193862784869069e-01,1.635832715708176455e-01,6.583297754855199635e-02,3.278961038232586223e-02,5.415455376997525549e-01,2.991681748294050536e-01,4.214633398312102042e-01,5.941798037903345264e-02,6.363424979724201513e-01,8.908763574498201887e-02,6.041611684259398096e-01,9.921865463256835938e-01,7.615771454642464855e-01,4.768371582031250000e-07,1.023363811291465586e-01,1.096908299446790469e-01,6.768769553585622933e-01,6.929578202228746653e-01,5.805957356262588798e-01,4.768371582031250000e-07,9.155552590316728967e-02,3.685874378012732322e-02,7.340636659822952215e-01,4.325353022128591851e-01,3.380230541179752857e-01,0.000000000000000000e+00,2.501253055407778314e-01,4.203831315985318007e-02,5.110564362744799416e-01,7.277596252493061524e-01,3.614481406609655334e-01,7.019042968750000000e-04
7.239124768013194267e-02,1.624840215811695909e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,7.364643122286840260e-02,3.278961038232586223e-02,5.415455376997525549e-01,2.991676979922468504e-01,4.224403791683684073e-01,5.942417926209009327e-02,6.246285163440021826e-01,8.514896081822420637e-02,6.041602147516234034e-01,1.000000000000000000e+00,7.576408547232796886e-01,2.075195312500000000e-03,1.179508907116660898e-01,1.096908299446790469e-01,6.298960975094411996e-01,7.044319527607164622e-01,5.141274967956924735e-01,0.000000000000000000e+00,9.715883934921221154e-02,2.877253925131872947e-02,7.340636659822952215e-01,4.285704012424002007e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.481721805407778314e-01,4.203831315985318007e-02,5.071196686963549416e-01,7.277596252493061524e-01,3.614481406609655334e-01,8.544921875000000000e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.726666274894244069e-01,1.635827947336594423e-01,6.583345438571019947e-02,3.132381295800945598e-02,5.265308892622525549e-01,2.991376572512800536e-01,4.214633398312102042e-01,5.941798037903345264e-02,6.363424979724201513e-01,8.908763574498201887e-02,6.041602147516234034e-01,9.999990463256835938e-01,7.615776223014046886e-01,0.000000000000000000e+00,1.179508907116660898e-01,1.081654278755872500e-01,6.768779090328786996e-01,6.953992264728746653e-01,5.141880551147842704e-01,9.796142578125000000e-03,9.552662575668291467e-02,2.098960315512732322e-02,7.340636659822952215e-01,4.285689707309255914e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.486604617907778314e-01,4.245792985907193007e-02,4.485559594373217385e-01,8.530109184316791993e-01,3.614476638238073303e-01,7.023811340332031250e-04
7.239124768013194267e-02,1.624792532095875597e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,6.583297754855199635e-02,3.278961038232586223e-02,5.266529595747525549e-01,2.991376572512800536e-01,4.058345251339445792e-01,5.941798037903345264e-02,6.363424979724201513e-01,2.658715890782381575e-02,6.041606915887816065e-01,9.921865463256835938e-01,7.615766686270882824e-01,4.768371582031250000e-07,1.023359042919883555e-01,1.096908299446790469e-01,6.768783858700369027e-01,6.953992264728746653e-01,5.141880551147842704e-01,7.131195068359375000e-02,9.509890282577471154e-02,3.685874378012732322e-02,7.340636659822952215e-01,4.285689707309255914e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.486604617907778314e-01,1.049579298590719301e-01,4.485559594373217385e-01,8.530109184316791993e-01,3.614476638238073303e-01,7.023811340332031250e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,5.802095438571019947e-02,3.278770303369304973e-02,5.421558892622525549e-01,2.991672211550886473e-01,4.214633398312102042e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.738841699498201887e-02,6.041602147516234034e-01,1.000000000000000000e+00,7.616996926139046886e-01,2.075195312500000000e-03,1.023287517346153086e-01,1.081654278755872500e-01,4.112519553585622933e-01,7.044324295978746653e-01,5.141274967956924735e-01,9.536743164062500000e-07,9.506647789901689904e-02,2.098960315512732322e-02,7.360186983309280340e-01,4.325348253757009820e-01,3.692721004436588794e-01,0.000000000000000000e+00,2.484158443286196283e-01,4.245792985907193007e-02,4.800791871289721291e-01,7.258074539236225586e-01,3.614471869866491271e-01,8.540153503417968750e-04
7.239124768013194267e-02,1.624792532095875597e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,6.583345438571019947e-02,3.278961038232586223e-02,5.415455376997525549e-01,2.991758042239363036e-01,4.214633398312102042e-01,5.941798037903345264e-02,6.363424979724201513e-01,8.908715890782381575e-02,6.041606915887816065e-01,9.921865463256835938e-01,7.615766686270882824e-01,4.768371582031250000e-07,1.023359042919883555e-01,1.096908299446790469e-01,6.768783858700369027e-01,6.953992264728746653e-01,5.141880551147842704e-01,8.811950683593750000e-03,9.509890282577471154e-02,3.685874378012732322e-02,7.340636659822952215e-01,4.285689707309255914e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.486604617907778314e-01,4.245792985907193007e-02,4.485559594373217385e-01,8.530109184316791993e-01,3.614481406609655334e-01,7.023811340332031250e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,6.583345438571019947e-02,3.278961038232586223e-02,4.748937165632779456e-01,2.991681748294050536e-01,4.214633398312102042e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.706416772740389387e-02,6.041602147516234034e-01,9.999990463256835938e-01,7.459564369986703136e-01,0.000000000000000000e+00,1.023287517346153086e-01,1.081654278755872500e-01,4.112524321957204965e-01,7.044319527607164622e-01,5.141274967956924735e-01,0.000000000000000000e+00,9.506647789901689904e-02,2.098960315512732322e-02,7.360186983309280340e-01,4.325348253757009820e-01,3.692721004436588794e-01,0.000000000000000000e+00,2.484153674914614252e-01,4.245792985907193007e-02,4.800791871289721291e-01,7.258074539236225586e-01,3.614471869866491271e-01,8.540153503417968750e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.726666274894244069e-01,1.635827947336594423e-01,6.583345438571019947e-02,3.278961038232586223e-02,5.265308892622525549e-01,2.991376572512800536e-01,4.214633398312102042e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.738841699498201887e-02,6.041602147516234034e-01,9.999990463256835938e-01,7.615776223014046886e-01,6.151199340820312500e-05,1.179508907116660898e-01,1.081654278755872500e-01,6.768783858700369027e-01,6.953381913166246653e-01,5.141270199585342704e-01,9.788513183593750000e-03,9.409182274764971154e-02,2.098960315512732322e-02,7.418761659822952215e-01,4.285689707309255914e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.481721805407778314e-01,4.203831315985318007e-02,4.798350465039721291e-01,7.277610557607807618e-01,3.614481406609655334e-01,8.544921875000000000e-04
7.239124768013194267e-02,1.624792532095875597e-02,2.429503778945262260e-01,2.072347192123908943e-01,6.961193862784869069e-01,1.635832715708176455e-01,6.583297754855199635e-02,3.278961038232586223e-02,5.415460145369107581e-01,2.991758042239363036e-01,4.214633398312102042e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.738841699498201887e-02,6.041606915887816065e-01,9.921865463256835938e-01,7.615766686270882824e-01,4.768371582031250000e-07,1.179508907116660898e-01,1.096908299446790469e-01,6.768783858700369027e-01,6.953992264728746653e-01,5.140659848022842704e-01,8.689880371093750000e-03,9.509890282577471154e-02,3.685874378012732322e-02,7.340636659822952215e-01,4.285689707309255914e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.486604617907778314e-01,4.245792985907193007e-02,4.485559594373217385e-01,8.528888481191791993e-01,3.614476638238073303e-01,7.023811340332031250e-04
7.239124768013194267e-02,1.624840215811695909e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,6.583345438571019947e-02,3.278961038232586223e-02,5.454517876997525549e-01,2.991676979922468504e-01,4.214638166683684073e-01,0.000000000000000000e+00,6.363424979724201513e-01,8.908763574498201887e-02,6.041611684259398096e-01,9.921865463256835938e-01,7.615771454642464855e-01,4.768371582031250000e-07,1.023363811291465586e-01,1.018783299446790469e-01,6.768769553585622933e-01,6.929578202228746653e-01,5.806109944153213798e-01,4.768371582031250000e-07,9.155552590316728967e-02,3.685874378012732322e-02,7.340636659822952215e-01,4.325353022128591851e-01,3.380230541179752857e-01,0.000000000000000000e+00,2.481607364489809564e-01,4.203831315985318007e-02,5.110564362744799416e-01,7.277596252493061524e-01,3.614481406609655334e-01,8.392333984375000000e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,7.364643122286840260e-02,3.278961038232586223e-02,4.790455376997525549e-01,2.991676979922468504e-01,4.224403791683684073e-01,5.942417926209009327e-02,6.246285163440021826e-01,8.908763574498201887e-02,6.041602147516234034e-01,1.000000000000000000e+00,8.240776223014046886e-01,2.075195312500000000e-03,1.179508907116660898e-01,1.096908299446790469e-01,6.298960975094411996e-01,7.044319527607164622e-01,5.141274967956924735e-01,0.000000000000000000e+00,9.715883934921221154e-02,2.880305682944372947e-02,7.321114946566116277e-01,4.285727854281912164e-01,3.692725772808170825e-01,9.536743164062500000e-07,2.638153003527895502e-01,4.246555925360318007e-02,4.798350465039721291e-01,7.277596252493061524e-01,3.614481406609655334e-01,9.155273437500000000e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,6.388032938571019947e-02,3.278961038232586223e-02,5.265308892622525549e-01,2.991376572512800536e-01,4.214633398312102042e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.738841699498201887e-02,6.041602147516234034e-01,9.999990463256835938e-01,7.615776223014046886e-01,4.768371582031250000e-07,1.179508907116660898e-01,1.081654278755872500e-01,6.768783858700369027e-01,6.953381913166246653e-01,5.141270199585342704e-01,9.788513183593750000e-03,9.409182274764971154e-02,2.098960315512732322e-02,7.418761659822952215e-01,4.285689707309255914e-01,3.692730541179752857e-01,0.000000000000000000e+00,2.481721805407778314e-01,4.203831315985318007e-02,4.800791871289721291e-01,7.258074539236225586e-01,3.614471869866491271e-01,8.540153503417968750e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,1.576136140182990975e-01,6.921978774894244069e-01,1.635832715708176455e-01,6.583345438571019947e-02,3.278961038232586223e-02,5.337325608625943518e-01,2.991681748294050536e-01,4.224403791683684073e-01,5.942417926209009327e-02,6.246285163440021826e-01,8.908763574498201887e-02,6.041602147516234034e-01,1.000000000000000000e+00,7.615776223014046886e-01,2.075195312500000000e-03,1.179508907116660898e-01,1.096908299446790469e-01,6.298960975094411996e-01,6.966194527607164622e-01,5.141274967956924735e-01,0.000000000000000000e+00,9.715883934921221154e-02,2.098960315512732322e-02,7.340636659822952215e-01,4.285689707309255914e-01,3.692725772808170825e-01,9.536743164062500000e-07,2.481717037036196283e-01,4.246555925360318007e-02,4.798350465039721291e-01,7.277601020864643555e-01,3.614481406609655334e-01,9.155273437500000000e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635222364145676455e-01,6.583345438571019947e-02,3.278961038232586223e-02,5.265308892622525549e-01,2.991376572512800536e-01,4.195102148312102042e-01,5.942417926209009327e-02,6.246285163440021826e-01,8.908763574498201887e-02,6.041602147516234034e-01,9.999990463256835938e-01,7.615776223014046886e-01,4.768371582031250000e-07,1.179508907116660898e-01,1.081654278755872500e-01,9.307994178219411996e-01,7.044319527607164622e-01,5.141274967956924735e-01,9.795665740966796875e-03,9.552662575668291467e-02,2.877253925131872947e-02,7.008619714937698308e-01,4.325348253757009820e-01,3.692721004436588794e-01,4.768371582031250000e-07,2.481712268664614252e-01,4.245792985907193007e-02,4.800791871289721291e-01,7.258074539236225586e-01,3.614395575921178771e-01,8.540153503417968750e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.419738153945262260e-01,1.729944733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,7.364643122286840260e-02,3.278961038232586223e-02,5.415455376997525549e-01,2.991676979922468504e-01,4.224403791683684073e-01,5.942417926209009327e-02,6.285304748095783545e-01,1.283141677274038939e-01,6.041602147516234034e-01,9.999990463256835938e-01,7.459564369986703136e-01,0.000000000000000000e+00,1.179508907116660898e-01,1.081654278755872500e-01,6.768783858700369027e-01,6.963757889728746653e-01,5.141274967956924735e-01,9.796142578125000000e-03,9.409277642196611779e-02,1.902074252890662009e-02,7.321114946566116277e-01,4.325348253757009820e-01,3.692730541179752857e-01,4.768371582031250000e-07,2.481717037036196283e-01,4.246555925360318007e-02,4.798350465039721291e-01,7.277596252493061524e-01,3.614481406609655334e-01,9.155273437500000000e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635832715708176455e-01,5.802095438571019947e-02,3.278770303369304973e-02,5.421558892622525549e-01,2.991672211550886473e-01,4.214633398312102042e-01,5.942417926209009327e-02,6.285304748095783545e-01,9.738841699498201887e-02,6.041602147516234034e-01,1.000000000000000000e+00,7.616996926139046886e-01,2.074718475341796875e-03,1.023287517346153086e-01,1.081654278755872500e-01,4.112519553585622933e-01,7.044324295978746653e-01,5.141274967956924735e-01,9.536743164062500000e-07,9.506647789901689904e-02,2.098960315512732322e-02,7.360186983309280340e-01,4.325348253757009820e-01,3.692721004436588794e-01,0.000000000000000000e+00,2.484153674914614252e-01,4.221378923407193007e-02,4.800791871289721291e-01,7.258074539236225586e-01,3.614471869866491271e-01,8.540153503417968750e-04
7.239124768013194267e-02,1.624887899527516222e-02,2.429503778945262260e-01,2.042444733932990975e-01,6.882916274894244069e-01,1.635827947336594423e-01,5.020845438571019947e-02,3.278961038232586223e-02,5.265304124250943518e-01,2.991376572512800536e-01,4.195102148312102042e-01,5.942417926209009327e-02,6.246285163440021826e-01,8.908763574498201887e-02,6.041602147516234034e-01,9.999990463256835938e-01,7.615776223014046886e-01,4.768371582031250000e-07,1.179508907116660898e-01,1.081654278755872500e-01,6.768783858700369027e-01,6.953992264728746653e-01,5.141880551147842704e-01,9.788513183593750000e-03,9.506838524764971154e-02,2.098960315512732322e-02,7.340636659822952215e-01,4.285684938937673882e-01,3.692725772808170825e-01,0.000000000000000000e+00,2.481721805407778314e-01,4.221378923407193007e-02,4.800791871289721291e-01,7.258074539236225586e-01,3.614471869866491271e-01,8.540153503417968750e-04
